name,comment,star,source,label
Minh Tuấn,điện_thoại mình mua lỗi màn_hình ám vàng nặng vân tay hầu không sử_dụng được bị lỗi đó thôi ngoài_ra điện_thoại đẹp mỏng cầm sướng tay lắm,2,tiki,0
Nguyễn Sơn Tùng,tiki giao hàng nhanh gói hàng cẩn_thận nguyên seal điện_thoại thì xài ok lắm nha pin thì bao trâu chụp hình rất đẹp seo với tầm giá,5,tiki,2
Vân Bùi,máy mình tự_dưng bật không lên nguồn nữa mà vẫn còn hiện kết_nối blue tốt với đồng_hồ giờ muốn bảo_hành thì làm_sao hả tiki,3,tiki,0
Son Le,sản_phẩm đẹp giao hàng nhanh sử_dụng tốt rất hài_lòng,5,tiki,2
Nguyễn Văn Thuận,máy chất_lượng chính hãng đẹp tiki không làm mình thất_vọng sẽ ủng_hộ tiki tiếp mà có cái không biết kích_hoạt bảo_hành làm_sao,5,tiki,2
Nguyen Huy Trinh,tiki giao hàng nhanh đăt hôm thứ chủ_nhật giao nhân_viên giao hàng vui_vẻ nhờ bên tiki kích_hoạt bảo_hành giùm nhé,5,tiki,2
Trần Hùng,sao máy đã kích_hoạt bảo_hành vậy tiki không thấy mô_tả ten sản_phẩm là đã kích_hoạt mình kiểm trả trôi bảo_hành tháng,3,tiki,0
Tô Tiểu Phụng,đã sử_dụng hơn tháng ngoài thỉnh_thoảng màn_hình hơi giật nhẹ lúc sử_dụng ra thì không có vấn_đề gì máy rất mượt,5,tiki,2
Kim Liên,máy khá ổn pin dùng được lâu chụp hình đẹp tuy_nhiên máy chạy hơi chậm,4,tiki,2
Nguyễn Hoàng Việt,tiki giao hàng 2h nhanh_chóng maý nguyên seal đẹp long_lanh chạy mượt_mà,5,tiki,2
Linh Tu,chỉ sử_dụng để nghe gọi nên mua máy này vì có pin trâu mọi thứ khác hoạt_động ổn trừ cái vân tay,5,tiki,1
Nguyễn Thị Thơ,mình nhận được hàng rồi máy mới hàng chính hãng mỏng nhẹ nhưng mau hết pin tiki kích_hoạt bảo_hành giúp mình với,4,tiki,1
Trần Văn Hai,ok tốt trong tầm giá tự_động kích_hoạt bảo_hành sản_phẩm sau khi mua xài ok,5,tiki,2
Nguyen Chung Ngoc Thuy,giao hàng nhanh đóng hói cẩn_thận về máy mình mua được tuần và xài cũng rất ok bảo_hành đúng 12 tháng,5,tiki,2
Pham Quang Yen,mất giây mới nhận vân tay có_thể coi như bỏ phần vân tay vì dùng rất khó chiu mặc_dù đã cập_nhật bản update 05 2019,3,tiki,0
Vũ Chương,chiều qua lúc hơn 5h tôi có đặt_hàng qua tikinow thế_mà đến vẫn chưa thấy giao nữa nhỉ hy_vọng trong hôm_nay nhận được hàng,3,tiki,0
Yến Roy,chạy mượt lắm giao nhanh và không trầy xướt rất ưng luôn,5,tiki,2
Nv Đức,dùng ổn_định chạy mượt có lỗi xung_đột phần_mềm nhưng được hướng_dẫn sửa lỗi đanh giá toits,4,tiki,2
Thái Chí Quyền,giao hàng nhanh hơn dự_kiến sản_phẩm còn nguyên seal máy chạy mượt pin trâu vân tay đã nhạy hơn nhiều camera hơi ngon,5,tiki,0
Giang Tuan,vui long kich hoat bh cho điện_thoại cua toi nhe so emei 356646101960649 con camera on,5,tiki,1
Lam Vu Phuong Thy,tôi luôn tin_tưởng vào tiki và đã nhận được hàng vừa_ý giá rẻ tôi sẽ tiếp tụt đồng_hành cùng tiki cám_ơn nhiều,5,tiki,2
Đầu Đinh,có việc gấp nên đặt tiki now giao hàng rất đúng giờ sản_phẩm được đóng_gói cẩn_thận hàng còn nguyên seal,5,tiki,2
Trịnh Hữu Tâm,dùng ổn,4,tiki,2
Vy Huỳnh,sản_phẩm sử_dụng rất mượt sử_dụng cáp type sạc nhanh thời_gian sử_dụng của pin dài,5,tiki,2
Bùi Anh Vũ,hàng đóng_gói cẩn_thận đúng chính hãng điện_thoại sử_dụng các tác vụ bình_thường mượt_mà,5,tiki,2
Thân Hoài Nam,máy xài mượt camera đẹp pin trâu tiki giao hàng nhanh hàng không bị lỗi sẽ ủng_hộ tiki,5,tiki,2
Liem Duy (Daikagiac),máy xài ok giao hàng nhanh mong tiki sẽ có_giá sale mạnh cho khách_hàng,5,tiki,2
Nguyễn Hữu Quí,hàng đóng_gói cẩn_thận nguyên hộp chính hãng chưa kích_hoạt bảo_hành nhờ bên bán kích_hoạt dùm cám_ơn,5,tiki,2
Trần Ngọc Nam,máy sạc khá chậm chụp hình không đẹp như qủang_cáo nhìn_chung dùng cũng được so với tầm tiền,4,tiki,1
Hồng Ngọc Diễm,giao hàng nhanh đóng_gói kỹ máy mỏng nhẹ có điều tụt pin khá nhanh nhờ tiki kích_hoạt bảo_hành dùm,5,tiki,1
Kim Jung Woong,배송도 빨랐고 삼성정품에 보증기간도 따로 삼성에서 문자로 왔습니다 강추해요 cuc ky hai long positive camera on,5,tiki,2
Van Ly,điện_thoại tốt nhanh đủ các chức_năng cần_thiết trong tầm giá chụp hình ổn so với các dòng tương_tự,5,tiki,2
Phương Hùng,hàng nguyên seal chất_lượng tốt đáp_ứng hoàn_hảo yêu_cầu của người dùng,5,tiki,2
Zalo Duy Khánh,hàng chính hãng dùng tốt chưa thấy vấn_đề gì loa dòng này hơi tệ mở to bị rè,4,tiki,1
Quang Hưng,sản_phẩm chưa kích_hoạt bảo_hành nhưng tại_sao mình mua ngày 30 06 kích_hoạt bảo_hành lại từ 30 04,4,tiki,1
Đinh Ðăng Khôi,máy mới nguyên seal chất_lượng tốt giá_cả hợp_lý,5,tiki,2
Nguyễn H Phúc,đã nhận được hàng đóng_gói chắc_chắn nhờ tiki kích_hoạt bảo hàng,4,tiki,2
Đậu Quang Hoàn,mình nhận được máy a50 ngày rồi mà chưa nhận được tin kích_hoạt bảo_hành của sa mà ung nữa,3,tiki,0
Phương Trương,pin tốt camera tốt cảm_biến vân tay ổn rất hài_lòng về sản_phẩm,5,tiki,2
Huỳnh Thanh Phương,hàng của tiki thì lúc_nào cũng rẻ hơn thị_trường sẽ tiếp tụt ủng_hộ tiki,4,tiki,2
Trần Trọng Nghi,hàng đúng như giới_thiệu nhưng không biết kích_hoạt bảo_hành_chính hãng như nào tiki chỉ dùm,5,tiki,2
Hoàng Lân,hàng được đóng_gói kỹ và giao nhanh như mong_đợi tốt job tiki,5,tiki,2
Phạm Huy Hậu,vận_chuyển nhanh đóng_gói cẩn_thận máy nguyên đai nguyên niêm_phong máy đẹp đúng mô_tả,5,tiki,2
Nguyên Ba,giao hàng nhanh đúng mẫu_mã hàng còn nguyên tem ngoài hộp nhưng hộp không được đóng bao nilong,4,tiki,1
Đăng Khoa,ngon nhất trong tầm giá positive rẻ và đẹp mọi người nên mua con này nhé,5,tiki,2
Nhí Khưu Văn,sản_phẩm được đóng_gói cẩn_thận vừa_mới giao cần shop hướng_dẫn kích_hoạt bảo_hành,4,tiki,2
Huỳnh Khánh Duy,mua cho mẹ rất ưng_ý màu đen rất đẹp sẽ ủng_hộ tiki dài,5,tiki,2
Bùi Ngọc Long,galaxy a50 ngoại_hình tương_đối ổn vân tay hơi chậm,3,tiki,1
Nguyễn Trọng Vấn,tiki giao hàng nhanh ful box gói cẩn_thận mới mua xong lên 500k hên nhỉ,5,tiki,2
Phạm Nguyễn Xuân Vũ,hàng chất_lượng giá tốt đóng_gói đẹp giao hàng nhanh_chóng nhưng anh giao hàng hối và nhăn qúa,5,tiki,2
Ha Thuc Dinh,cám_ơn tiki đã giao hàng nhanh hàng mới đúng như mô_tả xài thử thấy rất ok,5,tiki,2
Nguyen Phuong,món hàng giá_trị lơn chỉ hàng từ tiki trả nding mới dám mua những shop khác thôi xin chừa,5,tiki,1
Kiều Thanh,đã nhận máy máy đẹp nhờ tiki kích_hoạt bh điện_tử giúp,4,tiki,1
Lưu Huệ,máy mới chưa kích_hoạt dùng mượt mua đúng lúc giảm_giá còn triệu,5,tiki,2
Hoàng Lanh,giao hàng nhanh chất_lượng tốt so với giá tiền tuy_nhiên vân tay sử_dụng không được tốt,5,tiki,2
Phan Thị Diễm,máy xài rất ổn giá tốt hơn nơi khác và tiki hỗ_trợ cũng rất tốt,5,tiki,2
Lê Hồng Ngọc,nhờ tiki kiểm trả và kích_hoạt bảo_hành điện_tử cho mình nhé,5,tiki,1
Phan Nguyễn Mỹ Duyên,pin không tốt lắm còn lại tạm được so_sánh với opo f9 cùng giá nhưng vẫn thích f9 hơn con này,4,tiki,0
Vo Son Trung,xin hỏi làm_sao để kiểm trả bh điện_thoại được vậy đã gởi imei tới 6060 mà không thấy trả_lời,4,tiki,1
Bùi Hải Anh,chính hãng đúng mô_tả sản_phẩm sử_dụng tốt chưa gặp vấn_đề gì,5,tiki,2
Truong Hoai An,sản_phẩm còn nguyên seal bảo_hành được kích_hoạt sau tiếng nhận được hàng,5,tiki,1
Tam Vo,hàng chính hãng còn nguyên seal giá hợp_lý màn_hình đẹp,5,tiki,2
Hữu Huỳnh,mua trả_góp cho thằng em nó đang xài thấy ok lắm,5,tiki,2
Đỗ Anh Tuấn,giá qúa hợp_lý so với các cửa_hàng di_động bên ngoài,5,tiki,2
Chin The,hàng chính hãng mà rẻ hơn ngoài thị_trường tận triệu,5,tiki,2
Lê Quốc Hưng,sản_phẩm ok trong tầm giá rất hài_lòng với chất_lượng dịch_vụ,5,tiki,2
Ngoc Lanh,kích_hoạt bảo_hành dùm mình với tiki ơi,5,tiki,1
Lùi Không Tiến,sản_phẩm như qủang cáo dùng ổn_định giao hành theo kế_hoạch,5,tiki,2
Pham Thai Hoang,sản_phẩm có_giá hợp_lý giao hàng nhanh và đóng_gói cẩn_thận,5,tiki,2
Thien Bui,giao hàng nhanh hơn dự_kiến sản_phẩm chính hãng chắc_tay,4,tiki,2
Tuan Van Tran,máy đẹp đóng_gói kỹ nhân_viên giao hàng lịch_sự luôn tin_tưởng hàng của tiki,5,tiki,2
Nguyen Huu Bien,hợp giá tiền nhưng vân tay chưa nhanh lắm còn lại mọi thứ đều ổn chơi game tốt,5,tiki,2
Linh Nguyễn,hàng được tiki đóng_gói rất kỹ và giao hàng rất nhanh,5,tiki,2
Thanh Sang,nhờ tiki kích_hoạt bảo_hành giúp máy này nha_nha_nha,5,tiki,1
Hieu Nguyen,giao hàng nhanh chính hãng sa mà ung bảo_hành đầy_đủ,3,tiki,2
Hùng Chuong,giao hang nhanh điện_thoại chính hảng có nhận thông_báo bảo_hành của hảng,5,tiki,2
Dương Đặng Bảo Phúc,ổn_định trong tầm giá máy cấu_hình cao_độ phân_giải sắc nét,5,tiki,2
Computer Ati,nhắn_tin gởi cho 6060 không thấy hồi_đáp còn cách nào khác không vậy shop,5,tiki,1
Nguyễn Phước Minh,sản_phẩm đẹp như mô_tả nguyên seal sa mà ung vietnam,5,tiki,2
Vinh Nguyen,máy đã kich hoạt nên là máy đã qua sưe_dụng không phải máy mơi,4,tiki,2
Heocon Tran,sản_phẩm ok còn nguyên tem fulbox nhờ shop kích_hoạt bảo_hành dùm,5,tiki,1
Nguyễn Phan Đức Thịnh,shop kích_hoạt bảo_hành giùm nha shop cám_ơn đã nhận được máy rồi nha,5,tiki,1
Ho Hoang Oanh,giao hàng nhanh hàng đảm_bảo mua hàng trên tiki lúc_nào cũng thấy an_tâm,5,tiki,2
Nguyễn Văn Vinh,hàng chính hãng rất ok tuy_nhiên bộ_phận giao hàng nhanh rất tồi,5,tiki,2
Nguyễn Khắc Hùng,sao dùng mã elbd200 lại không được vậy đặt có kèm qùa tặng gì,4,tiki,1
Nguyễn Ngọc Thắng,nhìn_chung sản_phẩm tốt so với giá tiền thời_gian giao hàng rát nhanh,4,tiki,2
Tran Nam Kha,hàng giao nhanh sử_dụng tốt rất ok tiki cứ thế phát_huy nhé,5,tiki,2
Nguyễn Hải Quang,cám_ơn các bạn tiki now đã giao hàng đúng giờ đánh_giá cao tiki,4,tiki,2
Nguyen Duy Phuc,mọi thứ đều ok tuy_nhiên cảm_ứng màn_hình nhận vân tay cực kém,4,tiki,1
Vĩnh Hòa,mình đã nhận được máy_vậy còn bảo_hành điện_tử thì nhắn_tin shop,5,tiki,1
Tu Thi Thuy An,hàng hot giá hợp_lý có tặng_phẩm kèm theo ốp lưng ngoài mong_đợi,5,tiki,2
Pham Son,đối_tác vận_chuyển có thái_độ không tốt với khách_hàng,2,tiki,0
Kay,sản_phẩm được xem là flag giao hàng đúng nghĩa từ ngoại_hình đến cấu_hình,5,tiki,2
Lê Viết Cảnh,máy tốt giao hàng tỉnh nhưng rất nhanh chưa tới 24h,5,tiki,2
Nguyễn Trần Nhật Huy,mới xài tháng thấy rất hài_lòng nên mua sa mà ung thấy vì iphone,5,tiki,2
Steven Phương,sản_phẩm tốt nguyên seal nguyên hộp chưa thấy lỗi gì,5,tiki,2
Nguyễn Thắng,rất tốt và rẻ mọi người nên mua,5,tiki,2
Nguyễn Văn Chiến Thắng,giao hàng đúng mẫu máy đẹp thời_gian giao hàng nhanh trong 2h,4,tiki,2
Nguyen Tan Trung,mình mua được với giá 990 000 vnđ sản_phẩm nhìn cũng ok,4,tiki,2
Phùng Minh Quân,đã nhận hàng nguyên seal hài_lòng với chất_lượng,5,tiki,2
Nguyen Van Hoang,sản_phẩm ok tiki giao hàng nhanh truoc hôm rât hài_lòng,5,tiki,2
Lê N. Minh,tiki giao hàng nhanh máy chơi liên_quân có chế_độ fps cao,5,tiki,2
Nguyen Minh Duy,có màu đen không tiki có thêm ưu_đãi gì của hãng không,4,tiki,1
Tuyết Nga,có khi nào giao hàng sớm hơn dự_kiến khi đặt mua không shop,4,tiki,1
Nguyễn Việt Anh,máy mới nguyên seal giá ok,5,tiki,2
Nguyen Thanh Binh,nhìn_chung máy đẹp pin rất trâu dùng rất hài_lòng,5,tiki,2
Minh Công,điện_thoại dùng tốt mua với giá 6190k rẻ nhất thị_trường,5,tiki,2
Kim Phụng,mua giao 2h có ngay và xai rat ok den thoi diem nay,5,tiki,2
Ngô Bằng,máy mới chính hãng bảo_hành điện_tử công_ty samsung mua sau ngày máy được kích_hoạt điện_tử nói_chung hàng chất_lượng giá_thành re so với mặt_bằng trung,5,tiki,2
Vũ Nguyễn,thông_tin sản_phẩm sa mà ung a50 tiki ghi nhân 3hz nhân 6hz trong khi đó sa mà ung a50s thế_giới di_động ghi cũng chang vậy có nhầm_lẫn gì không tiki ơi,3,tiki,0
Hồ Việt,khi nhận hàng có được tét hàng không nhỉ hay_là chỉ được kiểm trả thôi mình đang có ý_định mua mà chưa biết sản_phẩm thế nao,4,tiki,1
Phúc Trương Hoàng,máy mới nguyên seal chính hãng mua giá 5tr7 rẻ hơn giá thị_trường dùng rất mượt,5,tiki,2
Huu Trung,mua máy có nhận được bảo_hành rơi vỡ tháng như chương_trình đặt_hàng bên tdđ hay fpt không,5,tiki,1
Trung Le,nếu mình mua mà giao không đúng sản_phẩm thì mimh được đổi trả không tiki và đổi trã nhắn_tin,5,tiki,1
Phúc Hậu Phạm,con này có xài được hdmi không ad nguyên khối hay rời vậy ad có qùa tặng ko,3,tiki,1
Nguyễn Văn An,sản_phẩm có được bảo_hiểm rơi vỡ 6tháng ko có được tặng sạc dự_phòng không shop,4,tiki,1
Hà Văn Lương,xin hỏi samsung galaxy 50 có bán trả_góp không vậy tôi muốn mua một cái màu xanh,5,tiki,1
Đặng Ngọc Quyên,mình mới mua giao hàng nhanh hàng chính hãng cám_ơn tiki luôn ủng_hộ,5,tiki,2
Vu Quang Linh,ko biết ra nào vừa đặt_hàng hơi mung luôn chưa mua tiki bh có tốt không vậy,5,tiki,1
Bùi Văn Tiễn,máy có hỗ_trợ 5g không shop ơi sợ không có 5g mà sang năm được dùng 5g rồi,5,tiki,1
Dương Phúc,sản_phẩm này khá là tốt nên là các bạn hãy dùng nhiều nha,5,tiki,2
Vinh Lê,nếu giảm thấy ưng thì tôi mua có màu khác không giau hàng có miễn_phí ko,5,tiki,1
Mario Legard,sao không mua sản_phẩm cũng đánh_giá đươc vậy sản_phẩm nào chả tốt,5,tiki,1
Thu Hoa,mua về dùng rồi nhưng chưa được bảo_hành điện_tử được,4,tiki,1
Tuấn Vũ,sao mã elbd200 không xài dx vậy ai còn mã nào cho xin với,4,tiki,1
Nguyễn Thị Bích Long,còn loại 6gb không shop mình cần mua loại 6gb,5,tiki,1
Cao Phương Nga,máy ok mỗi tội pin tụt nhanh tiki giao hành khá nhanh,5,tiki,1
Bé Chang,có hàng chưa shop giảm mạnh_vậy có được ưu_đãi gì kg,4,tiki,1
Đoàn Tiến,cho hỏi là bên mình có phiên_bản ram 6gb chưa shop,5,tiki,1
Trần Trung Hiếu,giao hàng rất nhanh ngoài mong_đợi đặt_hàng buổi chiều trưa mai đã nhận được hàng đóng_gói tốt sàn phẩm đẹp trong lô hàng có ốp lưng trong nhựa dẻo kiem trả bảo_hành từ 6060 thì đã kích hoat bh trước ngày nhận hàng ngày mong sao qúa trình sử_dụng không sảy ra sự_cố gì,5,tiki,2
Nguyễn Tiên Phong,đóng_hộp cẩn_thận nguyên seal hàng chính hãng sa mà ung vina số imel trùng với hoá_đơn vta cũng cấp trong mail tuy đã kích_hoạt bằng tổng_đài 6060 nên ngày bh trôi mất tháng hơn nhưng giữ phiếu vta thì vẫn được sa mà ung bảo_hành đủ 12 tháng tính ngay theo hoá_đơn vta lưu_ý mọi người nên kiểm trả kỹ imel trong hoá_đơn vat vat được cũng cấp trong mail hoặc trong tài khoảng tiki phần đơn hàng và máy điện_thoại phải trùng nhau như của mình thì mọi việc mới ok hết nha,5,tiki,2
Trần Thị Minh Hoàng,trước khi mua có xem số video review trên youtube thấy bị chê về màn_hình ám vàng cảm_ứng vân tay không ăn cấu_hình chậm gì đó cũng ngại nhưng mà tài_chính có_hạn nên vẫn mua review cho những bạn giống mình đỡ hoang mạng sau tháng xài thì mình thấy vầy màn_hình ám vàng là do chọn chế_độ lọc ánh_sáng xanh chứ không thì màu màn_hình nó sẽ trắng thường cảm_ứng vân tay không ăn thiệt nhưng mình thử thì thấy là nếu chọn cùng lúc kiểu khoá là cảm_ứng vân tay lẫn nhận_diện khuôn_mặt thì mới vậy nếu chỉ xài tính_năng thôi_thì sẽ nhạy hơn mà nhận_diện khuôn_mặt đủ xài roy nên cũng không cần cái kia nhưng cái nhận_diện khuôn_mặt bị cái là nếu không_gian hơi tối tối là nó không nhận_diện được phải mở điện_thoại bằng pasword cấu_hình chậm thì mình không thấy rõ_ràng lắm do mình làm văn_phòng và không có chơi game camera của sa mà ung chụp người là ảo mặc_định nha còn chụp cảnh thì bình_thường đợt xài được tháng thì cục sạc bị hư đem ra sa mà ung thì được đổi miễn_phí bình_thường cái hài nhất_là điện_thoại này không có sẵn ứng_dụng máy_tính trong máy còn linkedln thì được cài mặc_định_hình dưới chụp bằng camera thường không xài ap,5,tiki,2
Vũ Thị Cánh,sau gần tháng sử_dụng điện_thoại_sa mà ung galaxy a50 mình có nhận_xét như sau điện_thoại chạy ổn_định pin rất tốt thường phải ngày mình mới phải sạc điện_thoại lần camera thường chụp hình hơi ảo mình thích chụp hình tự_nhiên camera này thích_hợp với người sống ảo,4,tiki,2
Phạm Thành Trung,mua sản_phẩm đã kích_hoạt nhưng vẫn nguyên seal hộp của sa mà ung vn máy đã kích_hoạt trước 11 ngày hoàn_toàn hài_lòng với sản_phẩm nhưng rất không hài_lòng với thái_độ của nhân_viên giao hàng nhanh tiki now cả hai lần sử_dụng dịch_vụ đều rất bực_mình lần đầu mình đặt_hàng khi nhân_viên đến giao hàng do có việc đột_xuất phải ra ngoài nên có nhờ người nhà nhận hàng vì người_nhà đã có tuổi nên có nhờ nhân_viên giao tới tận phòng thì nhân_viên từ_chối mặc_dù trong địa_chỉ đặt_hàng đã ghi rõ số phòng lần thứ hai khi nhân_viên điện_thoại báo giao hàng đúng lúc trong thang_máy sóng kém nghe bập_bõm xuống đến_nơi điện_thoại lại nhân_viên nói đến giao điện_thoại không được nên hẹn tiếng sau quay lại tiếng sau quay lại điện_thoại báo giao hàng xong thì khoảng phút sau lại điện_thoại lại giục nhắng cả lên mặc_dù biết người nhận tầng cao cần phải chờ thang_máy để đi xuống tiki cần xem_xét_lại thái_độ phục_vụ của nhân_viên dịch_vụ tiki now để đảm_bảo chất_lượng sản_phẩm và dịch_vụ đồng_nhất,4,tiki,2
Trung Từ,mình đã mua được tuần kiểm trả bh thì đã active bảo_hành trước tháng tuy_nhiên máy còn nguyên hộp nguyên seal mua ngay đợt giảm nên giá chỉ hơn 5tr rẻ hơn ngoài siêu_thị gần 2tr giao hàng mất ngày nên cũng không phải chờ lâu màn_hình đã được dán sẵn và được tặng thêm ốp dẻo nên không phải mua gì thêm mở hộp là dùng trước đây mình dùng ip6 giờ chuyển qua con này thấy qúa hài_lòng pin lâu hết_mình xử_lý cv cả ngày tối về xem video lúc mà chỉ mất 50 đánh_giá cho tiki hi_vọng tiki vẫn luôn uy_tín như_vậy,5,tiki,1
Đinh Anh Khoa,đây có_thể nói là chiếc điện_thoại đúng giá_trị của sa mà ung đáp_ứng tốt nhu_cầu sử_dụng hàng ngày của mình lượt fb insta twiter chat shope về chụp hình thì thấy sao ra ảnh như vậy chất_lượng ảnh tương_đối thích_hợp chia_sẻ ảnh online là chính,5,tiki,2
An Nhiên,điện_thoại mỏng nhẹ cầm vừa tay chạy nhanh mượt chụp hình đẹp nói_chung là chưa có điểm nào để chê cái điện_thoại này không hiểu sao tiki bán lại rẻ hơn thế_giới di_động nhiều mình kiểm trả bảo_hành thì trôi mất máy ngày bảo_hành nhưng không sao có_thể bh bằng hoá_đơn và giá_như vậy thì qúa ok rồi,5,tiki,2
Lộ Thiên,còn nguyên seal đầy_đủ những phụ_kiện cần_thiết hôm_qua mình mới đặt mà hôm_nay có luôn rồi mới sử_dụng nên chưa thấy gì bất_thường mình đã từng chỉ mua vài đồ lặt_vặt tiki nhưng sau lần này có_lẽ mình sẽ cân_nhắc mua cả đồ gia_dụng điện_tử nữa chăng,4,tiki,2
Izumi Huynh,vừa nhận được chiều nay hàng mới nguyên seal đã kicha hoạt hơn hai tuần nhưng bù lại rẻ hơn gần triệu rưỡi vẫn được bảo_hành và qùa tặng galaxy đầy_đủ theo chính_sách của sa mà ung rất nên mua chỉ hy_vọng máy xài tốt không lỗi bảo_hành phiền_phức,5,tiki,2
Tú Nguyễn,một chiếc điện_thoại_sa mà ung tầm trung sở_hữu những tính_năng tốt và một_số thậm_chí là mới nhất màn_hình infinity cảm_biến vân tay trong màn_hình camera bao_gồm cảm_biến chính 25 mp cảm_biến siêu rộng mp và cảm_biến độ sâu mp camera selfie có chất_lượng cao vi xử_lý tương_đương snap dragon 660 ram 4gb,5,tiki,2
Nguyen H,giao hàng nhanh điện_thoại sử_dụng khá ngon trong tầm tay với những ai có thu_nhập trung_bình khá màu_sắc_đẹp và khá nịnh mắt với nhiều chức_năng cao_cấp mới nhất chỉ có dòng đắt tiền trong năm 2019 khó tìm đâu ra sản_phẩm chính hãng có_giá rẻ như tiki trả ding hài_lòng với sản_phẩm,5,tiki,2
Hà Thuận Thành,rẻ hơn thế_giới di_động tận gần 2tr giao hàng nhanh do là hàng mắc tiền nên bưu_kiện đóng_gói cẩn_thận tiki kích_hoạt bảo_hành trước 10 ngày có_thể nhắn_tin kiểm trả qúa ra nhắn_tin máy màn_hình đẹp chạy ngon pin trâu,5,tiki,2
Đặng Huy Lân,sản_phẩm xuất_sắc giá qúa tốt rẻ hơn ngoài thị_trường gần triệu vào đợt sale máy thon và gọn cầm rất thích tay lướt web nhanh camera chuẩn sản_phẩm rất đáng mua,5,tiki,2
Nguyen Phuong,rất thất_vọng khi mở hộp a50 mới được giao hộp bị trầy xướt mình không quan_tâm chi_tiết này vì không quan_trọng máy sau khi mở hộp không còn miếng dán bảo_vệ màn_hình bị trầy rất nhiều theo kiểm trả chỉ còn khoảng 97 98 chứ không phải 100 như đã camera kết đã gọi lên tổng_đài nhờ hỗ_trợ và chưa được phản_hồi giải_quyết,1,tiki,0
Lê Văn Thành,hàng chính hãng bảo_hành điện_tử máy đẹp mới 100 chụp hình sắc nét tôi rất thích ti ki giao hàng nhanh nhân_viên giao hàng nhiệt_tình tôi luôn_luôn tin_tưởng và ủng_hộ tiki,5,tiki,2
Nguyễn Tuấn Khanh,ae nào quen xài dòng cao_cấp qua con này sẽ bực_mình những chi_tiết nhỏ không có and rồi beam camera nhiều chức_năng nhưng cùi ngồi phía sau trg giảng_đường chụp bài không đọc được thua ip7s plus đang xài chất_lượng ảnh chụp màn_hình kém không tự_động làm viền dành lại khi chơi game nên thường xuyên thao_tác sai,3,tiki,0
Tăng Vũ,mình mua máy xài được tuần thì sạc không được ra trung_tâm sa mà ung thì được báo là lỗi phần_cứng bên đó kêu mình liên_hệ tiki để được đổi máy mình gởi mail cho bên hỗ_trợ ghi đầu đủ thông_tin bao_gồm mã đơn hàng ngày đặt số điện_thoại tình_trạng máy nhưng đến tối bên hỗ_trợ nhắn hỏi lại mình những thông_tin chang mình đã cũng cấp mình gởi lại mail khác phàn_nàn vì không hiểu bạn hổ trợ có đọc mail của mình ko và có copy paste lại mail cũ có những thông_tin trên và sau đó không có sau đó bên tiki không thèm reply hay liên_hệ gì cho mình luôn tệ qúa tệ,1,tiki,0
Huy Huỳnh,hàng mới fulbox nguyên seal máy mình đã kích_hoạt vài ngày nhưng đổi lại được giá rất hời 5tr4 so với 7tr ngoài các cửa_hàng lớn cảm_biến vân tay coi review trên mạng mọi người nói không nhạy nhưng của mình khá ok mở phát là trúng có khi phát cũng trúng,5,tiki,2
Phạm Khôi Nguyên,trải nghiệm sau tuần máy dùng không vấn_đề gì trong tầm giá_như vậy thì qúa ổn pin trâu mình không hay dùng điện_thoại nên phải ngày mới phải sạc chỉ có vấn_đề về thông_tin bảo_hành chưa được kích_hoạt mình có liên_hệ với tiki thì báo sẽ bảo_hành sau 10 ngày làm_việc tiếp_theo,4,tiki,2
Violet Đỗ,đặt_hàng từ 11 11 đến 13 11 là có luôn ngày đúng hàng bọc kỹ_lưỡng máy đã được kích_hoạt dán mà hình đi kèm ốp lưng trong không vết xước có điều phải loay_hoay mãi mới quen được với việc không có nút home mà phải thiết_lập trợ_giúp hình chụp ảo diệu góc rộng tầm giá đặt mua ngày độc_thân thì khá cạnh trả nh 8tr tiki 2tr thế_giới di_động vì rớt bể cái màn_hình điện_thoại mà phải mua em mới vô luôn ngày fa hic,4,tiki,2
Trần Công Ân,giao hàng nhanh tôi quy nhơn nhưng chỉ ngày là có hàng_hoá_đơn điện_tử còn có trước nữa máy đã kích_hoạt gần tháng rồi nhưng còn nguyên máy đẹp giống mô_tả và chạy mượt cảm_biến vân tay không chậm qúa chép dữ_liệu từ j7 pro sang mất khoảng 20 phút hoàn_chỉnh các cài_đặt và khởi tạo ứng_dụng thêm khoảng 15 phút nữa xong là ok,5,tiki,2
